"","franchise_id","player_name","team","pos","keeper_value","user_first"
"66",4,"Gabe Davis","BUF","WR",21,"Don"
"67",4,"Jaxon Smith-Njigba","SEA","WR",26,"Don"
"68",4,"Jordan Addison","MIN","WR",25,"Don"
"69",4,"Tank Dell","HOU","WR",10,"Don"
"70",4,"Rashee Rice","KCC","WR",10,"Don"
"71",5,"Steelers D/ST","PIT","DST",10,"Nickolas"
"72",5,"Brandon Aubrey","DAL","K",10,"Nickolas"
"73",5,"Trevor Lawrence","JAC","QB",12,"Nickolas"
"74",5,"Russell Wilson","DEN","QB",10,"Nickolas"
"75",5,"Joshua Dobbs","MIN","QB",10,"Nickolas"
"76",5,"Derrick Henry","TEN","RB",62,"Nickolas"
"77",5,"David Montgomery","DET","RB",26,"Nickolas"
"78",5,"Alvin Kamara","NOS","RB",17,"Nickolas"
"79",5,"AJ Dillon","GBP","RB",10,"Nickolas"
"80",5,"Ty Chandler","MIN","RB",10,"Nickolas"
"81",5,"Cade Otton","TBB","TE",10,"Nickolas"
"82",5,"DJ Moore","CHI","WR",28,"Nickolas"
"83",5,"DeVonta Smith","PHI","WR",12,"Nickolas"
"84",5,"Tyler Lockett","SEA","WR",12,"Nickolas"
"85",5,"Jayden Reed","GBP","WR",10,"Nickolas"
"86",5,"Parker Washington","JAC","WR",10,"Nickolas"
"87",6,"Falcons D/ST","ATL","DST",10,"Ian"
"88",6,"Justin Tucker","BAL","K",10,"Ian"
"89",6,"Kirk Cousins","MIN","QB",10,"Ian"
"90",6,"Dak Prescott","DAL","QB",47,"Ian"
"91",6,"Ezekiel Elliott","NEP","RB",10,"Ian"
"92",6,"Jerick McKinnon","KCC","RB",10,"Ian"
"93",6,"Justice Hill","BAL","RB",10,"Ian"
"94",6,"Javonte Williams","DEN","RB",12,"Ian"
"95",6,"Kyle Pitts","ATL","TE",13,"Ian"
"96",6,"Isaiah Likely","BAL","TE",10,"Ian"
"97",6,"Dalton Schultz","HOU","TE",10,"Ian"
"98",6,"DK Metcalf","SEA","WR",14,"Ian"
"99",6,"Ja'Marr Chase","CIN","WR",75,"Ian"
"100",6,"Keenan Allen","LAC","WR",29,"Ian"
"101",6,"Drake London","ATL","WR",17,"Ian"
"102",6,"Jakobi Meyers","OAK","WR",10,"Ian"
"103",6,"Joshua Palmer","LAC","WR",10,"Ian"
"104",7,"Commanders D/ST","WAS","DST",10,"Joshua"
"105",7,"Brandon McManus","JAC","K",10,"Joshua"
"106",7,"Patrick Mahomes","KCC","QB",24,"Joshua"
"107",7,"Jared Goff","DET","QB",10,"Joshua"
"108",7,"Alexander Mattison","MIN","RB",36,"Joshua"
"109",7,"Saquon Barkley","NYG","RB",66,"Joshua"
"110",7,"James Conner","ARI","RB",23,"Joshua"
"111",7,"D'Onta Foreman","CHI","RB",10,"Joshua"
"112",7,"Royce Freeman","LAR","RB",10,"Joshua"
"113",7,"Samaje Perine","DEN","RB",10,"Joshua"
"114",7,"Mark Andrews","BAL","TE",32,"Joshua"
"115",7,"Juwan Johnson","NOS","TE",10,"Joshua"
"116",7,"Mike Williams","LAC","WR",26,"Joshua"
"117",7,"Brandon Aiyuk","SFO","WR",12,"Joshua"
"118",7,"DJ Chark Jr.","CAR","WR",10,"Joshua"
"119",7,"Curtis Samuel","WAS","WR",10,"Joshua"
"120",7,"Michael Gallup","DAL","WR",10,"Joshua"
"121",7,"DeMario Douglas","NEP","WR",10,"Joshua"
"122",8,"Chiefs D/ST","KCC","DST",10,"Jered"
"123",8,"Chase McLaughlin","TBB","K",10,"Jered"
"124",8,"Tua Tagovailoa","MIA","QB",10,"Jered"
"125",8,"Matthew Stafford","LAR","QB",10,"Jered"
"126",8,"Rachaad White","TBB","RB",12,"Jered"
"127",8,"Khalil Herbert","CHI","RB",12,"Jered"
"128",8,"Travis Etienne Jr.","JAC","RB",28,"Jered"
"129",8,"Bijan Robinson","ATL","RB",61,"Jered"
"130",8,"Tank Bigsby","JAC","RB",10,"Jered"
"131",8,"Tyjae Spears","TEN","RB",10,"Jered"
"132",8,"T.J. Hockenson","MIN","TE",12,"Jered"
"133",8,"Darren Waller","NYG","TE",12,"Jered"
"134",8,"Diontae Johnson","PIT","WR",21,"Jered"
"135",8,"Calvin Ridley","JAC","WR",37,"Jered"
"136",8,"Mike Evans","TBB","WR",10,"Jered"
"137",8,"Zay Flowers","BAL","WR",17,"Jered"
"138",8,"Wan'Dale Robinson","NYG","WR",10,"Jered"
"139",9,"49ers D/ST","SFO","DST",10,"David"
"140",9,"Jason Sanders","MIA","K",10,"David"
"141",9,"Justin Fields","CHI","QB",12,"David"
"142",9,"Sam Howell","WAS","QB",10,"David"
"143",9,"James Cook","BUF","RB",12,"David"
"144",9,"Jahmyr Gibbs","DET","RB",40,"David"
"145",9,"Devin Singletary","HOU","RB",10,"David"
"146",9,"Kyren Williams","LAR","RB",12,"David"
"147",9,"Jerome Ford","CLE","RB",24,"David"
"148",9,"Travis Kelce","KCC","TE",49,"David"
"149",9,"Jake Ferguson","DAL","TE",10,"David"
"150",9,"George Pickens","PIT","WR",12,"David"
"151",9,"Jaylen Waddle","MIA","WR",24,"David"
"152",9,"DeAndre Hopkins","TEN","WR",12,"David"
"153",9,"Chris Godwin","TBB","WR",12,"David"
"154",9,"Amari Cooper","CLE","WR",10,"David"
"155",10,"Cowboys D/ST","DAL","DST",10,"Markus"
"156",10,"Cairo Santos","CHI","K",10,"Markus"
"157",10,"Lamar Jackson","BAL","QB",24,"Markus"
"158",10,"Jake Browning","CIN","QB",10,"Markus"
"159",10,"Brian Robinson Jr.","WAS","RB",12,"Markus"
"160",10,"Jonathan Taylor","IND","RB",34,"Markus"
"161",10,"Joe Mixon","CIN","RB",47,"Markus"
"162",10,"J.K. Dobbins","BAL","RB",16,"Markus"
"163",10,"Clyde Edwards-Helaire","KCC","RB",10,"Markus"
"164",10,"Dalton Kincaid","BUF","TE",14,"Markus"
"165",10,"Trey McBride","ARI","TE",10,"Markus"
"166",10,"Jahan Dotson","WAS","WR",12,"Markus"
"167",10,"Jameson Williams","DET","WR",12,"Markus"
"168",10,"Chris Olave","NOS","WR",12,"Markus"
"169",10,"Marquise Brown","ARI","WR",10,"Markus"
"170",10,"Odell Beckham Jr.","BAL","WR",10,"Markus"
"171",11,"Ravens D/ST","BAL","DST",10,"josh"
"172",11,"Dolphins D/ST","MIA","DST",10,"josh"
"173",11,"Matt Gay","IND","K",10,"josh"
"174",11,"Nick Folk","TEN","K",10,"josh"
"175",11,"Geno Smith","SEA","QB",10,"josh"
"176",11,"Jordan Love","GBP","QB",26,"josh"
"177",11,"Austin Ekeler","LAC","RB",79,"josh"
"178",11,"Roschon Johnson","CHI","RB",10,"josh"
"179",11,"Chuba Hubbard","CAR","RB",10,"josh"
"180",11,"Latavius Murray","BUF","RB",10,"josh"
"181",11,"David Njoku","CLE","TE",18,"josh"
"182",11,"Logan Thomas","WAS","TE",10,"josh"
"183",11,"Adam Thielen","CAR","WR",10,"josh"
"184",11,"K.J. Osborn","MIN","WR",10,"josh"
"185",11,"Courtland Sutton","DEN","WR",26,"josh"
"186",11,"Michael Pittman Jr.","IND","WR",26,"josh"
"187",12,"Texans D/ST","HOU","DST",10,"hans"
"188",12,"Chargers D/ST","LAC","DST",10,"hans"
"189",12,"Cameron Dicker","LAC","K",10,"hans"
"190",12,"Brock Purdy","SFO","QB",12,"hans"
"191",12,"Najee Harris","PIT","RB",55,"hans"
"192",12,"Isiah Pacheco","KCC","RB",12,"hans"
"193",12,"Gus Edwards","BAL","RB",10,"hans"
"194",12,"Antonio Gibson","WAS","RB",10,"hans"
"195",12,"Chase Brown","CIN","RB",10,"hans"
"196",12,"Tyler Conklin","NYJ","TE",10,"hans"
"197",12,"Garrett Wilson","NYJ","WR",12,"hans"
"198",12,"Tee Higgins","CIN","WR",26,"hans"
"199",12,"Davante Adams","OAK","WR",49,"hans"
"200",12,"Cooper Kupp","LAR","WR",52,"hans"
"201",12,"Puka Nacua","LAR","WR",20,"hans"
