"gsis_id","name","position","games","pts_tot","pts_avg","pts_std_tot","pts_std_avg","pts_adj_tot","pts_adj_avg"
"00-0019596","T.Brady","QB",17,355.52,20.9129411764706,326.96,19.2329411764706,28.56,1.68
"00-0023459","A.Rodgers","QB",17,273.9,16.1117647058824,296.8,17.4588235294118,-22.9,-1.34705882352941
"00-0024243","M.Lewis","TE",6,25.32,4.22,24.6,4.1,0.72,0.12
"00-0026143","M.Ryan","QB",12,168.45,14.0375,193.98,16.165,-25.53,-2.1275
"00-0026158","J.Flacco","QB",5,37.7,7.54,66.44,13.288,-28.74,-5.748
"00-0026189","D.Jackson","WR",7,22.08,3.15428571428571,24.3,3.47142857142857,-2.22,-0.317142857142857
"00-0026197","C.Henne","QB",1,-2,-2,0,0,-2,-2
"00-0026300","J.Johnson","QB",1,0.69,0.69,0.8,0.8,-0.11,-0.11
"00-0026498","M.Stafford","QB",9,115.1,12.7888888888889,135.18,15.02,-20.08,-2.23111111111111
"00-0026544","C.Daniel","QB",3,6.92,2.30666666666667,8.48,2.82666666666667,-1.56,-0.52
"00-0026625","B.Hoyer","QB",1,1.73,1.73,1.48,1.48,0.25,0.25
"00-0027688","C.McCoy","QB",4,27.62,6.905,34.9,8.725,-7.28000000000001,-1.82
"00-0027942","A.Green","WR",13,51.26,3.94307692307692,59.6,4.58461538461538,-8.34,-0.641538461538462
"00-0027944","J.Jones","WR",10,68.72,6.872,70.4,7.04,-1.68,-0.168
"00-0027948","B.Gabbert","QB",1,9.06,9.06,7.16,7.16,1.9,1.9
"00-0027966","M.Ingram","RB",10,70.2,7.02,52.1,5.21,18.1,1.81
"00-0027973","A.Dalton","QB",14,202.04,14.4314285714286,211.34,15.0957142857143,-9.30000000000002,-0.664285714285715
"00-0027981","K.Rudolph","TE",5,11.5,2.3,11.8,2.36,-0.3,-0.06
"00-0028002","R.Cobb","WR",13,82.7,6.36153846153846,81.7,6.28461538461538,0.999999999999999,0.0769230769230769
"00-0028118","T.Taylor","QB",2,12.42,6.21,13.32,6.66,-0.9,-0.45
"00-0028986","C.Keenum","QB",2,-2.74,-1.37,0.72,0.36,-3.46,-1.73
"00-0029000","C.Beasley","WR",4,10.88,2.72,9.5,2.375,1.38,0.345
"00-0029239","B.Bolden","RB",8,34.32,4.29,27.3,3.4125,7.02,0.8775
"00-0029263","R.Wilson","QB",15,168.64,11.2426666666667,262.46,17.4973333333333,-93.82,-6.25466666666667
"00-0029293","M.Jones","WR",16,109.44,6.84,116.9,7.30625,-7.46,-0.46625
"00-0029567","N.Foles","QB",2,-14.51,-7.255,1.76,0.879999999999999,-16.27,-8.135
"00-0029604","K.Cousins","QB",17,321.08,18.8870588235294,350.88,20.64,-29.8,-1.75294117647059
"00-0029608","T.Hilton","WR",3,19.5,6.5,19.1,6.36666666666667,0.4,0.133333333333333
"00-0029701","R.Tannehill","QB",12,155.68,12.9733333333333,190.34,15.8616666666667,-34.66,-2.88833333333333
"00-0029892","K.Juszczyk","RB",13,58.98,4.53692307692308,53.6,4.12307692307692,5.38,0.413846153846154
"00-0030035","A.Thielen","WR",17,176.3,10.3705882352941,178,10.4705882352941,-1.7,-0.1
"00-0030061","Z.Ertz","TE",10,111.74,11.174,111.6,11.16,0.139999999999997,0.0139999999999997
"00-0030068","M.Goodwin","WR",12,89.78,7.48166666666667,90.2,7.51666666666667,-0.420000000000001,-0.0350000000000001
"00-0030108","R.Griffin","TE",7,5.32,0.76,6.6,0.942857142857143,-1.28,-0.182857142857143
"00-0030279","K.Allen","WR",10,173.74,17.374,166,16.6,7.74,0.774
"00-0030288","R.Burkhead","RB",15,78.54,5.236,71.4,4.76,7.14,0.476
"00-0030431","R.Woods","WR",17,110.64,6.50823529411765,117.7,6.92352941176471,-7.06,-0.415294117647059
"00-0030456","G.Bernard","RB",2,7.06,3.53,4.7,2.35,2.36,1.18
"00-0030506","T.Kelce","TE",17,325.62,19.1541176470588,316.3,18.6058823529412,9.31999999999999,0.548235294117647
"00-0030513","L.Murray","RB",13,201.7,15.5153846153846,152.2,11.7076923076923,49.5,3.80769230769231
"00-0030564","D.Hopkins","WR",9,153.02,17.0022222222222,153.7,17.0777777777778,-0.680000000000002,-0.0755555555555558
"00-0030565","G.Smith","QB",17,389.11,22.8888235294118,373.08,21.9458823529412,16.03,0.942941176470586
"00-0030578","C.Patterson","RB",13,192.94,14.8415384615385,150.7,11.5923076923077,42.24,3.24923076923077
"00-0030968","K.Smith","RB",2,1.8,0.9,2,1,-0.2,-0.1
"00-0031051","J.Brown","WR",2,10.88,5.44,11.2,5.6,-0.32,-0.16
"00-0031236","B.Cooks","WR",13,141.64,10.8953846153846,145.6,11.2,-3.96,-0.304615384615385
"00-0031237","T.Bridgewater","QB",5,34.49,6.898,46.02,9.204,-11.53,-2.306
"00-0031260","L.Thomas","TE",13,76.04,5.84923076923077,77.3,5.94615384615385,-1.26,-0.096923076923077
"00-0031273","C.Brate","TE",9,32.32,3.59111111111111,37.4,4.15555555555556,-5.08,-0.564444444444445
"00-0031280","D.Carr","QB",15,218.09,14.5393333333333,267.48,17.832,-49.39,-3.29266666666667
"00-0031325","S.Watkins","WR",9,46.68,5.18666666666667,48.5,5.38888888888889,-1.82,-0.202222222222222
"00-0031345","J.Garoppolo","QB",11,201.11,18.2827272727273,201.28,18.2981818181818,-0.170000000000017,-0.015454545454547
"00-0031376","J.McKinnon","RB",17,222.24,13.0729411764706,196.3,11.5470588235294,25.94,1.52588235294118
"00-0031381","D.Adams","WR",17,313.98,18.4694117647059,335.5,19.7352941176471,-21.52,-1.26588235294118
"00-0031382","J.Landry","WR",9,56.8,6.31111111111111,58.2,6.46666666666667,-1.4,-0.155555555555556
"00-0031384","R.Rodgers","TE",3,-0.24,-0.0800000000000001,1.4,0.466666666666667,-1.64,-0.546666666666667
"00-0031408","M.Evans","WR",15,217.92,14.528,225.4,15.0266666666667,-7.48,-0.498666666666667
"00-0031428","Al.Robinson","WR",10,83.58,8.358,84.9,8.49,-1.32,-0.132
"00-0031484","C.Manhertz","TE",6,10.92,1.82,10.2,1.7,0.72,0.12
"00-0031503","J.Winston","QB",3,35.33,11.7766666666667,49.92,16.64,-14.59,-4.86333333333334
"00-0031544","A.Cooper","WR",17,235.88,13.8752941176471,246,14.4705882352941,-10.12,-0.595294117647059
"00-0031545","K.White","WR",4,8.1,2.025,9.4,2.35,-1.3,-0.325
"00-0031547","D.Parker","WR",12,102.88,8.57333333333333,102.9,8.575,-0.0200000000000015,-0.00166666666666679
"00-0031549","N.Agholor","WR",14,75.22,5.37285714285714,79.2,5.65714285714286,-3.98,-0.284285714285714
"00-0031558","M.Williams","TE",2,5.82,2.91,4.8,2.4,1.02,0.51
"00-0031585","M.Pruitt","TE",10,57.14,5.714,55,5.5,2.14,0.214
"00-0031588","S.Diggs","WR",16,322.78,20.17375,316.6,19.7875,6.17999999999999,0.38625
"00-0031595","M.Burton","RB",6,4.24,0.706666666666667,3.8,0.633333333333333,0.44,0.0733333333333333
"00-0031610","D.Waller","TE",8,83.76,10.47,84.8,10.6,-1.04,-0.13
"00-0031687","R.Mostert","RB",16,227.04,14.19,170.3,10.64375,56.74,3.54625
"00-0031690","E.Tomlinson","TE",8,29.32,3.665,28.9,3.6125,0.42,0.0525
"00-0031763","D.Carter","WR",16,118.5,7.40625,116.3,7.26875,2.2,0.1375
"00-0031787","J.Kumerow","WR",4,9.78,2.445,10.4,2.6,-0.62,-0.155
"00-0031800","T.Heinicke","QB",9,127.49,14.1655555555556,150.66,16.74,-23.17,-2.57444444444445
"00-0031806","M.Brown","RB",7,28.7,4.1,22.8,3.25714285714286,5.9,0.842857142857143
"00-0031868","D.Byrd","WR",12,49.62,4.135,51.8,4.31666666666667,-2.18,-0.181666666666667
"00-0031941","J.Crowder","WR",4,9.42,2.355,12,3,-2.58,-0.645
"00-0032054","B.Perriman","WR",8,21.34,2.6675,25.3,3.1625,-3.96,-0.495
"00-0032058","T.Coleman","RB",2,24.58,12.29,22,11,2.58,1.29
"00-0032062","B.Bell","TE",2,10.68,5.34,10,5,0.68,0.34
"00-0032104","A.Abdullah","RB",13,59.18,4.55230769230769,54.1,4.16153846153846,5.08,0.390769230769231
"00-0032128","C.Conley","WR",4,7.98,1.995,8.6,2.15,-0.62,-0.155
"00-0032134","C.Uzomah","TE",12,59.38,4.94833333333333,56.2,4.68333333333333,3.18,0.265
"00-0032141","G.Swaim","TE",11,25.24,2.29454545454545,23.8,2.16363636363636,1.44,0.130909090909091
"00-0032144","M.Gordon","RB",10,114.06,11.406,91.1,9.11,22.96,2.296
"00-0032156","T.Siemian","QB",2,7.55,3.775,12.26,6.13,-4.71,-2.355
"00-0032187","D.Johnson","RB",4,13.9,3.475,11.1,2.775,2.8,0.7
"00-0032200","T.Montgomery","WR",1,10.54,10.54,10.3,10.3,0.24,0.24
"00-0032208","P.Dorsett","WR",14,44.3,3.16428571428571,51.7,3.69285714285714,-7.4,-0.528571428571429
"00-0032211","T.Lockett","WR",16,248.08,15.505,241.3,15.08125,6.78,0.42375
"00-0032214","T.Kroft","TE",4,10.4,2.6,9.7,2.425,0.7,0.175
"00-0032257","D.Johnson","RB",1,0.64,0.64,0.4,0.4,0.24,0.24
"00-0032268","M.Mariota","QB",13,205.88,15.8369230769231,229.46,17.6507692307692,-23.58,-1.81384615384615
"00-0032385","S.Shepard","WR",3,31.56,10.52,34.4,11.4666666666667,-2.84,-0.946666666666667
"00-0032392","A.Hooper","TE",17,98.8,5.81176470588235,97.4,5.72941176470588,1.4,0.0823529411764705
"00-0032394","N.Vannett","TE",5,11.56,2.312,11.5,2.3,0.0599999999999997,0.0119999999999999
"00-0032398","C.Moore","WR",15,114.44,7.62933333333333,115.1,7.67333333333333,-0.660000000000002,-0.0440000000000001
"00-0032434","B.Allen","QB",1,1.15,1.15,1.08,1.08,0.0699999999999993,0.0699999999999993
"00-0032436","J.Driskel","QB",7,23.16,3.30857142857143,19.22,2.74571428571429,3.94,0.562857142857143
"00-0032450","D.Washington","RB",3,8.12,2.70666666666667,5.5,1.83333333333333,2.62,0.873333333333333
"00-0032464","K.Raymond","WR",16,119.12,7.445,112.2,7.0125,6.92,0.4325
"00-0032602","J.McKissic","RB",8,58.78,7.3475,53.8,6.725,4.98,0.6225
"00-0032688","R.Anderson","WR",12,45.16,3.76333333333333,54.2,4.51666666666667,-9.04,-0.753333333333333
"00-0032725","S.Anderson","TE",5,2.28,0.456,3.9,0.78,-1.62,-0.324
"00-0032764","D.Henry","RB",16,410.28,25.6425,310.76,19.4225,99.52,6.22
"00-0032765","M.Thomas","WR",3,52.58,17.5266666666667,51.1,17.0333333333333,1.48,0.493333333333333
"00-0032775","D.Robinson","WR",16,104.3,6.51875,105.8,6.6125,-1.5,-0.0937500000000001
"00-0032792","N.Sudfeld","QB",1,-2,-2,0,0,-2,-2
"00-0032897","D.Watt","RB",10,23.16,2.316,20.2,2.02,2.96,0.296
"00-0032918","C.Ham","RB",9,33.8,3.75555555555556,31.3,3.47777777777778,2.5,0.277777777777778
"00-0032950","C.Wentz","QB",8,87.24,10.905,133.1,16.6375,-45.86,-5.7325
"00-0032951","L.Treadwell","WR",3,9.6,3.2,10.2,3.4,-0.6,-0.2
"00-0032975","J.Williams","RB",7,35.72,5.10285714285714,26.2,3.74285714285714,9.52,1.36
"00-0032980","M.Johnson","WR",5,12.72,2.544,18.9,3.78,-6.18,-1.236
"00-0033009","T.Boyd","WR",16,165.67,10.354375,165.12,10.32,0.549999999999998,0.0343749999999999
"00-0033040","T.Hill","WR",17,349.92,20.5835294117647,341.2,20.0705882352941,8.72,0.512941176470588
"00-0033045","E.Elliott","RB",15,240.18,16.012,185.8,12.3866666666667,54.38,3.62533333333333
"00-0033077","D.Prescott","QB",12,255.61,21.3008333333333,247.5,20.625,8.10999999999997,0.675833333333331
"00-0033090","H.Henry","TE",16,105.96,6.6225,103.9,6.49375,2.06,0.12875
"00-0033106","J.Goff","QB",17,349.94,20.5847058823529,347.32,20.4305882352941,2.61999999999997,0.154117647058821
"00-0033110","T.Higbee","TE",16,152.72,9.545,152,9.5,0.719999999999996,0.0449999999999998
"00-0033111","P.Cooper","WR",2,5.68,2.84,4.1,2.05,1.58,0.79
"00-0033114","Mi.Thomas","WR",4,0.540000000000001,0.135,5.8,1.45,-5.26,-1.315
"00-0033118","K.Drake","RB",12,132.86,11.0716666666667,104.1,8.675,28.76,2.39666666666667
"00-0033119","J.Brissett","QB",14,190.24,13.5885714285714,201.02,14.3585714285714,-10.78,-0.770000000000002
"00-0033217","M.Alie-Cox","TE",14,56.42,4.03,55.9,3.99285714285714,0.52,0.0371428571428571
"00-0033246","J.Mundt","TE",13,44.14,3.39538461538462,39,3,5.14,0.395384615384615
"00-0033251","Z.Pascal","WR",12,38.46,3.205,36,3,2.46,0.205
"00-0033275","P.Walker","QB",6,31.59,5.265,45.24,7.54,-13.65,-2.275
"00-0033280","C.McCaffrey","RB",17,441.07,25.9452941176471,358.36,21.08,82.71,4.86529411764706
"00-0033282","C.Samuel","WR",17,192.14,11.3023529411765,178.3,10.4882352941176,13.84,0.814117647058823
"00-0033288","G.Kittle","TE",15,205.74,13.716,202.5,13.5,3.24,0.216
"00-0033292","T.Taylor","WR",6,14,2.33333333333333,13.7,2.28333333333333,0.3,0.0499999999999999
"00-0033293","A.Jones","RB",17,330.68,19.4517647058824,252.6,14.8588235294118,78.08,4.59294117647059
"00-0033307","K.Bourne","WR",16,93.96,5.8725,88.3,5.51875,5.66,0.35375
"00-0033308","M.Breida","RB",17,76.5,4.5,59.8,3.51764705882353,16.7,0.98235294117647
"00-0033319","N.Mullens","QB",4,23.89,5.9725,13.76,3.44,10.13,2.5325
"00-0033357","T.Hill","TE",16,183.17,11.448125,149.8,9.3625,33.37,2.085625
"00-0033367","C.Board","WR",1,1.94,1.94,1.6,1.6,0.34,0.34
"00-0033376","P.Ricard","RB",12,23.38,1.94833333333333,20,1.66666666666667,3.38,0.281666666666667
"00-0033386","C.Hollister","WR",4,8.1,2.025,8.4,2.1,-0.3,-0.075
"00-0033439","P.Brown","TE",7,22.5,3.21428571428571,23.7,3.38571428571429,-1.2,-0.171428571428572
"00-0033455","A.Firkser","TE",8,19.42,2.4275,19,2.375,0.42,0.0525
"00-0033466","I.McKenzie","WR",15,122.2,8.14666666666667,119.8,7.98666666666667,2.4,0.16
"00-0033526","S.Perine","RB",16,170.08,10.63,142.1,8.88125,27.98,1.74875
"00-0033536","M.Williams","WR",13,178.12,13.7015384615385,176.5,13.5769230769231,1.62,0.124615384615384
"00-0033537","D.Watson","QB",6,66.23,11.0383333333333,100.08,16.68,-33.85,-5.64166666666667
"00-0033550","D.Webb","QB",1,22.23,22.23,22.82,22.82,-0.590000000000005,-0.590000000000005
"00-0033553","J.Conner","RB",13,256.84,19.7569230769231,202.2,15.5538461538462,54.64,4.20307692307692
"00-0033555","M.Hollins","WR",17,152.17,8.95117647058824,154.16,9.06823529411765,-1.99,-0.117058823529412
"00-0033572","J.Agnew","WR",14,76,5.42857142857143,68.3,4.87857142857143,7.7,0.55
"00-0033576","E.Saubert","TE",11,34.96,3.17818181818182,35.8,3.25454545454545,-0.840000000000001,-0.0763636363636364
"00-0033591","N.Brown","WR",15,110,7.33333333333333,116.5,7.76666666666667,-6.5,-0.433333333333333
"00-0033633","T.Gentry","WR",1,-0.66,-0.66,0,0,-0.66,-0.66
"00-0033662","C.Rush","QB",8,47.9,5.9875,67.14,8.3925,-19.24,-2.405
"00-0033681","K.Cole","WR",9,26.24,2.91555555555556,30.1,3.34444444444444,-3.86,-0.428888888888889
"00-0033699","A.Ekeler","RB",17,455.38,26.7870588235294,377.3,22.1941176470588,78.08,4.59294117647059
"00-0033725","C.Clement","RB",4,25.58,6.395,21.9,5.475,3.68,0.92
"00-0033757","R.Tonyan","TE",17,120.78,7.10470588235294,112,6.58823529411765,8.78,0.516470588235294
"00-0033798","M.Schreck","TE",2,3.28,1.64,2.6,1.3,0.68,0.34
"00-0033854","D.Ogunbowale","RB",11,58.92,5.35636363636364,48.7,4.42727272727273,10.22,0.929090909090909
"00-0033856","L.Fournette","RB",16,283.4,17.7125,226.1,14.13125,57.3,3.58125
"00-0033857","J.Smith-Schuster","WR",16,199.98,12.49875,189.3,11.83125,10.68,0.6675
"00-0033858","J.Smith","TE",12,54.22,4.51833333333333,52,4.33333333333333,2.22,0.185
"00-0033869","M.Trubisky","QB",7,74.01,10.5728571428571,80.38,11.4828571428571,-6.37000000000001,-0.910000000000002
"00-0033871","C.Davis","WR",13,87.36,6.72,97.6,7.50769230769231,-10.24,-0.787692307692308
"00-0033873","P.Mahomes","QB",17,531.25,31.25,494.2,29.0705882352941,37.05,2.17941176470588
"00-0033879","O.Howard","TE",11,31.32,2.84727272727273,36.5,3.31818181818182,-5.18,-0.470909090909091
"00-0033881","E.Engram","TE",17,182.02,10.7070588235294,174.9,10.2882352941176,7.12,0.418823529411765
"00-0033885","D.Njoku","TE",14,148.72,10.6228571428571,144,10.2857142857143,4.72,0.337142857142857
"00-0033891","Z.Jones","WR",16,199.76,12.485,197.2,12.325,2.56,0.16
"00-0033893","D.Cook","RB",17,316.22,18.6011764705882,245.8,14.4588235294118,70.42,4.14235294117647
"00-0033895","G.Everett","TE",15,137.42,9.16133333333333,137.5,9.16666666666667,-0.0800000000000021,-0.00533333333333347
"00-0033897","J.Mixon","RB",14,298.84,21.3457142857143,239.5,17.1071428571429,59.34,4.23857142857143
"00-0033906","A.Kamara","RB",15,279.7,18.6466666666667,219.7,14.6466666666667,60,4
"00-0033908","C.Kupp","WR",9,215.84,23.9822222222222,203.4,22.6,12.44,1.38222222222222
"00-0033921","C.Godwin","WR",15,233,15.5333333333333,224.4,14.96,8.6,0.573333333333333
