"gsis_id","name","position","games","pts_tot","pts_avg","pts_std_tot","pts_std_avg","pts_adj_tot","pts_adj_avg"
"00-0037263","T.Allgeier","RB",16,224.28,14.0175,157.4,9.8375,66.88,4.18
"00-0037265","S.Conner","RB",5,12.72,2.544,10.2,2.04,2.52,0.504
"00-0037267","J.Ford","RB",2,1.92,0.96,1.2,0.6,0.72,0.36
"00-0037272","M.Washington","WR",9,7.06,0.784444444444444,7.2,0.8,-0.14,-0.0155555555555556
"00-0037273","K.Philips","WR",4,15.22,3.805,15.8,3.95,-0.580000000000001,-0.145
"00-0037276","T.Chandler","RB",1,3.2,3.2,2,2,1.2,1.2
"00-0037277","T.Quitoriano","TE",7,28.06,4.00857142857143,30.3,4.32857142857143,-2.24,-0.32
"00-0037282","J.Mitchell","TE",8,32.04,4.005,28.3,3.5375,3.74,0.4675
"00-0037286","K.Harris","RB",5,14.32,2.864,11.2,2.24,3.12,0.624
"00-0037291","J.Nailor","WR",5,33.32,6.664,32.9,6.58,0.42,0.0839999999999999
"00-0037299","K.Ingram","RB",10,22.4,2.24,18.1,1.81,4.3,0.43
"00-0037300","M.Woods","WR",6,7.1,1.18333333333333,9,1.5,-1.9,-0.316666666666667
"00-0037304","Co.Heyward","TE",8,38.2,4.775,35.8,4.475,2.4,0.3
"00-0037311","K.Kieft","TE",8,21.4,2.675,21,2.625,0.4,0.05
"00-0037327","S.Thompson","QB",7,6.72,0.959999999999999,23.46,3.35142857142857,-16.74,-2.39142857142857
"00-0037331","Z.Horvath","RB",8,18.8,2.35,18.6,2.325,0.2,0.025
"00-0037348","T.Conner","WR",2,-1.98,-0.99,0,0,-1.98,-0.99
"00-0037355","B.Sanders","WR",2,3.72,1.86,3.7,1.85,0.0199999999999999,0.00999999999999995
"00-0037382","B.Johnson","WR",4,12.96,3.24,16.2,4.05,-3.24,-0.81
"00-0037387","J.Virgil","WR",4,14.2,3.55,15.5,3.875,-1.3,-0.325
"00-0037429","R.Blackshear","RB",10,51.7,5.17,45,4.5,6.7,0.67
"00-0037456","T.Hairston","RB",7,6.62,0.945714285714286,6.9,0.985714285714286,-0.28,-0.04
"00-0037475","S.Smartt","TE",3,6.4,2.13333333333333,5.7,1.9,0.7,0.233333333333333
"00-0037487","D.Thompkins","WR",2,10.76,5.38,10.8,5.4,-0.0400000000000005,-0.0200000000000002
"00-0037525","J.Mason","RB",8,47.28,5.91,31.8,3.975,15.48,1.935
"00-0037545","R.Shaheed","WR",11,109.48,9.95272727272727,100.5,9.13636363636364,8.98,0.816363636363636
"00-0037557","R.Rivers","RB",2,12.96,6.48,10,5,2.96,1.48
"00-0037563","M.Davis","RB",6,45.44,7.57333333333333,34.4,5.73333333333333,11.04,1.84
"00-0037569","P.Hendershot","TE",9,40.06,4.45111111111111,39.5,4.38888888888889,0.56,0.0622222222222222
"00-0037570","D.Houston","WR",2,1.64,0.82,3.6,1.8,-1.96,-0.98
"00-0037594","J.Chestnut","RB",3,10.04,3.34666666666667,8.3,2.76666666666667,1.74,0.58
"00-0037617","H.Haskins","RB",7,34.66,4.95142857142857,26,3.71428571428571,8.66,1.23714285714286
"00-0037664","A.Pierce","WR",16,101.82,6.36375,112.3,7.01875,-10.48,-0.655
"00-0037666","J.Tolbert","WR",2,3.22,1.61,3.2,1.6,0.0199999999999999,0.00999999999999995
"00-0037708","M.Alexander","WR",1,2.04,2.04,1.7,1.7,0.34,0.34
"00-0037740","G.Wilson","WR",17,202.88,11.9341176470588,218,12.8235294117647,-15.12,-0.889411764705883
"00-0037741","J.Dotson","WR",12,121.6,10.1333333333333,128.6,10.7166666666667,-7,-0.583333333333333
"00-0037742","T.Burks","WR",11,88.28,8.02545454545455,88.1,8.00909090909091,0.179999999999999,0.0163636363636363
"00-0037744","T.McBride","TE",9,64.76,7.19555555555556,61.5,6.83333333333333,3.26,0.362222222222222
"00-0037745","V.Jones","WR",9,43.94,4.88222222222222,40,4.44444444444444,3.94,0.437777777777778
"00-0037746","B.Robinson","RB",12,161.6,13.4666666666667,112.7,9.39166666666667,48.9,4.075
"00-0037755","J.Woods","TE",12,72.8,6.06666666666667,74.2,6.18333333333333,-1.4,-0.116666666666667
"00-0037801","K.Turpin","WR",5,4.3,0.86,3.6,0.72,0.7,0.14
"00-0037805","J.Ruckert","TE",2,1.48,0.74,1.8,0.9,-0.32,-0.16
"00-0037809","C.Okonkwo","TE",15,96.3,6.42,95.2,6.34666666666667,1.1,0.0733333333333332
"00-0037816","R.Doubs","WR",13,102.04,7.84923076923077,103.6,7.96923076923077,-1.56,-0.12
"00-0037827","T.Davis-Price","RB",5,14.52,2.904,9.9,1.98,4.62,0.924
"00-0037828","D.Gray","WR",5,-0.18,-0.0360000000000001,2.9,0.58,-3.08,-0.616
"00-0037834","B.Purdy","QB",8,131.06,16.3825,133.46,16.6825,-2.40000000000001,-0.300000000000001
"00-0037838","I.Likely","TE",14,87.7,6.26428571428571,91.3,6.52142857142857,-3.6,-0.257142857142857
"00-0037840","K.Williams","RB",8,39.92,4.99,30.5,3.8125,9.42,1.1775
"00-0038040","Z.White","RB",11,11.2,1.01818181818182,7,0.636363636363636,4.2,0.381818181818182
"00-0038041","J.Ferguson","TE",11,52.88,4.80727272727273,48.4,4.4,4.48,0.407272727272727
"00-0038045","I.Spiller","RB",5,11.88,2.376,8.4,1.68,3.48,0.696
"00-0038046","C.Kolar","TE",1,8.94,8.94,8.9,8.9,0.04,0.04
"00-0038090","S.Moore","WR",14,51.06,3.64714285714286,49.4,3.52857142857143,1.66,0.118571428571429
"00-0038092","E.Ezukanma","WR",1,1.64,1.64,1.3,1.3,0.34,0.34
"00-0038098","P.Strong","RB",4,35.58,8.895,27.2,6.8,8.38,2.095
"00-0038102","K.Pickett","QB",13,137.45,10.5730769230769,162.56,12.5046153846154,-25.11,-1.93153846153846
"00-0038104","T.Thornton","WR",12,59.56,4.96333333333333,66.3,5.525,-6.74,-0.561666666666667
"00-0038108","B.Zappe","QB",4,60.83,15.2075,56.64,14.16,4.18999999999999,1.0475
"00-0038115","D.Bellinger","TE",11,81.36,7.39636363636364,75,6.81818181818182,6.36,0.578181818181818
"00-0038117","W.Robinson","WR",6,54.08,9.01333333333333,51.6,8.6,2.48,0.413333333333333
"00-0038120","Br.Hall","RB",7,143.42,20.4885714285714,117.1,16.7285714285714,26.32,3.76
"00-0038122","D.Ridder","QB",4,38.17,9.5425,46.82,11.705,-8.65000000000001,-2.1625
"00-0038124","C.Watson","WR",14,166.34,11.8814285714286,164.1,11.7214285714286,2.24,0.16
"00-0038128","M.Willis","QB",7,1.18999999999999,0.169999999999999,23.54,3.36285714285714,-22.35,-3.19285714285714
"00-0038129","C.Otton","TE",14,92.2,6.58571428571429,93.1,6.65,-0.900000000000002,-0.0642857142857144
"00-0038134","K.Walker","RB",15,269.4,17.96,202.5,13.5,66.9,4.46
"00-0038147","D.Baldwin","WR",1,5.18,5.18,4.5,4.5,0.68,0.68
"00-0038149","J.Ali","WR",1,-0.66,-0.66,0,0,-0.66,-0.66
