"game_id","gsis_id","name","position","game","pts_gm","pts_gm_std","pts_gm_adj"
"2021_01_LAC_WAS","00-0036355","J.Herbert","QB",1,17.95,17.68,0.269999999999999
"2021_01_LAC_WAS","00-0036382","K.Hill","WR",1,7.02,6,1.02
"2021_01_LAC_WAS","00-0036626","D.Brown","WR",1,-0.84,0.8,-1.64
"2021_01_LAC_WAS","00-0036650","L.Rountree","RB",1,4.32,2.7,1.62
"2021_01_LAC_WAS","00-0036755","J.Patterson","RB",1,1.44,0.9,0.54
"2021_01_LAC_WAS","00-0036988","J.Palmer","WR",1,3.04,2.7,0.34
"2021_01_MIA_NE","00-0029239","B.Bolden","RB",1,0.8,0.5,0.3
"2021_01_MIA_NE","00-0030669","A.Wilson","WR",1,-1.32,0,-1.32
"2021_01_MIA_NE","00-0031062","J.White","RB",1,14.2,12.1,2.1
"2021_01_MIA_NE","00-0031547","D.Parker","WR",1,11.48,12.1,-0.62
"2021_01_MIA_NE","00-0031549","N.Agholor","WR",1,18.58,18.2,0.38
"2021_01_MIA_NE","00-0031806","M.Brown","RB",1,2.56,1.6,0.96
"2021_01_MIA_NE","00-0033090","H.Henry","TE",1,7.12,6.1,1.02
"2021_01_MIA_NE","00-0033119","J.Brissett","QB",1,0.64,0.4,0.24
"2021_01_MIA_NE","00-0033307","K.Bourne","WR",1,1.72,2.7,-0.98
"2021_01_MIA_NE","00-0033858","J.Smith","TE",1,11.86,9.8,2.06
"2021_01_MIA_NE","00-0034798","D.Smythe","TE",1,1.58,1.9,-0.32
"2021_01_MIA_NE","00-0034829","M.Gesicki","TE",1,-1.98,0,-1.98
"2021_01_MIA_NE","00-0034960","J.Meyers","WR",1,10.46,10.4,0.0599999999999996
"2021_01_MIA_NE","00-0035311","M.Gaskin","RB",1,17.24,12.6,4.64
"2021_01_MIA_NE","00-0035657","D.Harris","RB",1,19.72,13.7,6.02
"2021_01_MIA_NE","00-0036020","S.Ahmed","RB",1,5.06,4.8,0.26
"2021_01_MIA_NE","00-0036212","T.Tagovailoa","QB",1,13.96,18.38,-4.42
"2021_01_MIA_NE","00-0036613","J.Waddle","WR",1,16.8,16.1,0.7
"2021_01_MIA_NE","00-0036875","R.Stevenson","RB",1,2.56,2.1,0.46
"2021_01_MIA_NE","00-0036972","M.Jones","QB",1,24.09,17.24,6.84999999999999
"2021_01_MIN_CIN","00-0029604","K.Cousins","QB",1,31.44,26.04,5.4
"2021_01_MIN_CIN","00-0030035","A.Thielen","WR",1,32.6,30.2,2.4
"2021_01_MIN_CIN","00-0032104","A.Abdullah","RB",1,4.82,3.9,0.92
"2021_01_MIN_CIN","00-0032134","C.Uzomah","TE",1,6.18,5.5,0.68
"2021_01_MIN_CIN","00-0032918","C.Ham","FB",1,3.58,2.9,0.68
"2021_01_MIN_CIN","00-0033009","T.Boyd","WR",1,6.56,6.2,0.36
"2021_01_MIN_CIN","00-0033114","M.Thomas","WR",1,0.52,1.5,-0.98
"2021_01_MIN_CIN","00-0033526","S.Perine","RB",1,5.56,3.9,1.66
"2021_01_MIN_CIN","00-0033839","D.Westbrook","WR",1,2.44,2.1,0.34
"2021_01_MIN_CIN","00-0033893","D.Cook","RB",1,27.44,22.4,5.04
"2021_01_MIN_CIN","00-0033897","J.Mixon","RB",1,33.98,25,8.98
"2021_01_MIN_CIN","00-0034270","T.Conklin","TE",1,9.46,8.1,1.36
"2021_01_MIN_CIN","00-0034766","C.Herndon","TE",1,-1.32,0,-1.32
"2021_01_MIN_CIN","00-0034972","A.Mattison","RB",1,2.06,1.6,0.46
"2021_01_MIN_CIN","00-0036322","J.Jefferson","WR",1,12.25,12.54,-0.29
"2021_01_MIN_CIN","00-0036345","K.Osborn","WR",1,15.66,14.6,1.06
"2021_01_MIN_CIN","00-0036410","T.Higgins","WR",1,16.5,15.8,0.7
"2021_01_MIN_CIN","00-0036442","J.Burrow","QB",1,19.76,22.64,-2.88
"2021_01_MIN_CIN","00-0036900","J.Chase","WR",1,21.16,20.9,0.26
"2021_01_NYJ_CAR","00-0030108","R.Griffin","TE",1,4.24,5.2,-0.96
"2021_01_NYJ_CAR","00-0032058","T.Coleman","RB",1,3.84,2.4,1.44
"2021_01_NYJ_CAR","00-0032214","T.Kroft","TE",1,5.3,5.6,-0.3
"2021_01_NYJ_CAR","00-0032688","R.Anderson","WR",1,11.72,12.7,-0.98
"2021_01_NYJ_CAR","00-0033280","C.McCaffrey","RB",1,36.64,27.7,8.94
"2021_01_NYJ_CAR","00-0033871","C.Davis","WR",1,27.08,26.7,0.38
"2021_01_NYJ_CAR","00-0034011","D.Arnold","TE",1,2.62,2.6,0.02
"2021_01_NYJ_CAR","00-0034365","I.Thomas","TE",1,2.38,2.7,-0.32
"2021_01_NYJ_CAR","00-0034419","B.Berrios","WR",1,10.48,10.1,0.38
"2021_01_NYJ_CAR","00-0034827","Dj.Moore","WR",1,16.96,15.4,1.56
"2021_01_NYJ_CAR","00-0034869","S.Darnold","QB",1,26.56,23.66,2.89999999999999
"2021_01_NYJ_CAR","00-0035510","J.Smith","WR",1,-0.66,0,-0.66
"2021_01_NYJ_CAR","00-0035537","T.Johnson","RB",1,3.52,3.6,-0.0800000000000001
"2021_01_NYJ_CAR","00-0036255","D.Mims","WR",1,5.34,5,0.34
"2021_01_NYJ_CAR","00-0036555","C.Hubbard","RB",1,3.08,2.4,0.68
"2021_01_NYJ_CAR","00-0036924","Mi.Carter","RB",1,3.04,3,0.0399999999999998
"2021_01_NYJ_CAR","00-0036955","T.Marshall","WR",1,4.64,5.6,-0.96
"2021_01_NYJ_CAR","00-0036980","E.Moore","WR",1,-1.6,0.7,-2.3
"2021_01_NYJ_CAR","00-0037013","Z.Wilson","QB",1,3.32,20.32,-17
"2021_01_PHI_ATL","00-0026143","M.Ryan","QB",1,1.49,7.36,-5.87
