"rank","name","position","team","comp","attempt","pass_yds","pass_td","int","car","rush_yds","rush_td","receptions","rec_yds","rec_td","tar","pct_rost","pts_tot","pts_avg","games","pos_rank","pos","pos_avg_var","pos_med_var","val_adj_avg","val_adj_med","val1","val2","val_adj_range","val3","avg_val"
71,"Dalton Schultz","TE","Dal",0,0,0,0,0,0,0,0,76,711,5,101,95.1,188.8,11.8,16,4,"te1",9.65833333333333,11.8,0.0539144996976322,0.0666666666666667,5.26957249848816,5.33333333333333,0.113026819923372,5.56513409961686,5.38934664381279
72,"JuJu Smith-Schuster","WR","KC",0,0,0,0,0,0,0,0,75,837,7,113,90.3,198.1,12.4,16,31,"wr3",-0.466666666666669,-1.09999999999999,-0.00235017626321975,-0.00552208835341363,9.9764982373678,9.94477911646586,-0.0859374999999995,9.14062500000001,9.68730078461122
73,"Tyler Lockett","WR","Sea",0,0,0,0,0,2,11,0,79,947,4,114,89,200.6,12.5,16,29,"wr3",2.03333333333333,1.40000000000001,0.0102400537183146,0.00702811244979923,10.1024005371831,10.070281124498,0.109375,11.09375,10.422143887227
74,"DeVonta Smith","WR","Phi",0,0,0,0,0,0,0,0,65,872,7,106,86.6,188.9,11.8,16,38,"wr4",8.54166666666666,9.25,0.0473594233701427,0.0514890064013359,1.04735942337014,1.05148900640134,0.47680412371134,1.47680412371134,1.19188418449427
75,"Kadarius Toney","WR","NYG",0,0,0,0,0,4,23,0,75,879,4,112,80.8,191.4,12.8,15,37,"wr4",11.0416666666667,11.75,0.0612207180150625,0.0654049540773727,1.06122071801506,1.06540495407737,0.605670103092783,1.60567010309278,1.24409859172841
76,"Kareem Hunt","RB","Cle",0,0,0,0,0,123,548,4,47,405,2,61,88.1,189.9,12.7,15,27,"rb3",12.4916666666667,14.2,0.0704119498332473,0.0808195788275471,8.56329559866598,8.64655663062038,0.366925064599483,10.9354005167959,9.38175091536074
77,"Clyde Edwards-Helaire","RB","KC",0,0,0,0,0,146,660,5,37,284,2,50,87.6,179.5,12,15,29,"rb3",2.09166666666667,3.80000000000001,0.0117901263563343,0.0216277746158225,8.09432101085067,8.17302219692658,0.0981912144702845,8.78552971576228,8.35095764117984
78,"Damien Harris","RB","NE",0,0,0,0,0,189,822,10,18,123,1,23,86.7,175.7,11.7,15,30,"rb3",-1.70833333333334,0,-0.00962938606792245,0,7.92296491145662,8,0,8,7.97432163715221
79,"Kyler Murray","QB","Ari",371,566,4107,25,13,97,492,5,0,0,0,0,95.6,377.5,23.6,16,7,"QB1",-8.5,-4.14999999999998,-0.022020725388601,-0.0108738372854709,9.77979274611399,9.89126162714529,-0.0366284201235656,9.63371579876434,9.76825672400788
80,"Jalen Hurts","QB","Phi",277,449,3298,23,11,132,721,9,0,0,0,0,94.8,351,23.4,15,11,"QB1",-35,-30.65,-0.0906735751295337,-0.0803091838071531,9.09326424870466,9.19690816192847,-0.270520741394528,7.29479258605472,8.52832166556262
81,"Dak Prescott","QB","Dal",388,595,4392,33,11,52,196,3,0,0,0,0,92.8,388.4,24.3,16,5,"QB1",2.39999999999998,6.75,0.00621761658031082,0.0176863618498624,10.0621761658031,10.1768636184986,0.059576345984113,10.5957634598411,10.2782677480476
82,"Tom Brady","QB","TB",425,638,4543,34,12,28,42,2,0,0,0,0,94.1,402.9,25.2,16,4,"QB1",16.9,21.25,0.0437823834196891,0.0556792873051225,10.4378238341969,10.5567928730512,0.187555163283319,11.8755516328332,10.9567227800271
83,"Aaron Rodgers","QB","GB",373,565,4156,33,7,36,138,2,0,0,0,0,93.4,385.8,24.1,16,6,"QB1",-0.199999999999989,4.15000000000003,-0.000518134715025877,0.0108738372854711,9.99481865284974,10.1087383728547,0.0366284201235661,10.3662842012357,10.1566137423134
84,"Joe Burrow","QB","Cin",368,552,4201,30,12,50,170,3,0,0,0,0,92.2,360.3,22.5,16,10,"QB1",-25.7,-21.35,-0.066580310880829,-0.0559413074806759,9.33419689119171,9.44058692519324,-0.188437775816416,8.11562224183584,8.9634686860736
85,"Russell Wilson","QB","Den",342,543,4082,30,10,64,303,2,0,0,0,0,90.2,340.1,21.3,16,12,"QB1",-45.9,-41.55,-0.118911917098446,-0.108869382942486,8.81088082901555,8.91130617057513,-0.366725507502206,6.33274492497794,8.01831064152287
86,"T.J. Hockenson","TE","Det",0,0,0,0,0,0,0,0,68,701,5,100,93.3,171.2,10.7,16,7,"te1",-7.94166666666669,-5.80000000000001,-0.0443317672233336,-0.032768361581921,4.77834116388333,4.8361581920904,-0.0555555555555557,4.72222222222222,4.77890719273198
87,"Christian Kirk","WR","Jax",0,0,0,0,0,0,0,0,77,865,4,112,83,192.2,12,16,35,"wr3",-6.36666666666667,-7,-0.0320631190196408,-0.035140562248996,9.67936880980359,9.64859437751004,-0.546875,4.53125,7.95307106243788
88,"Garrett Wilson","WR","NYJ",0,0,0,0,0,2,12,0,67,868,5,110,80.8,183.1,11.4,16,41,"wr4",2.74166666666665,3.44999999999999,0.0152012197939286,0.0192040077929306,1.01520121979393,1.01920400779293,0.177835051546391,1.17783505154639,1.07074675971108
89,"Elijah Moore","WR","NYJ",0,0,0,0,0,6,38,0,64,882,5,110,82.4,180.3,11.3,16,42,"wr4",-0.0583333333333371,0.650000000000006,-0.000323430208381484,0.00361814639576958,0.999676569791619,1.00361814639577,0.0335051546391755,1.03350515463918,1.01226662360885
90,"Allen Lazard","WR","GB",0,0,0,0,0,4,26,0,60,784,7,92,83.1,184.1,12.3,15,40,"wr4",3.74166666666665,4.44999999999999,0.0207457376518966,0.0247703868633453,1.0207457376519,1.02477038686335,0.229381443298968,1.22938144329897,1.09163252260474
92,"Brandon Aiyuk","WR","SF",0,0,0,0,0,2,15,0,62,806,6,99,81.8,178.5,11.2,16,44,"wr4",-1.85833333333335,-1.15000000000001,-0.0103035623527238,-0.00640133593097693,0.989696437647276,0.993598664069023,-0.0592783505154642,0.940721649484536,0.974672250400278
93,"Chase Claypool","WR","Pit",0,0,0,0,0,12,72,1,60,863,4,106,81.3,172,10.7,16,48,"wr4",-8.35833333333335,-7.65000000000001,-0.0463429284295154,-0.0425827998886724,0.953657071570485,0.957417200111328,-0.394329896907217,0.605670103092783,0.838914791591532
94,"Robert Woods","WR","Ten",0,0,0,0,0,2,15,0,69,838,4,106,77.1,179,11.9,15,43,"wr4",-1.35833333333335,-0.650000000000006,-0.00753130342373986,-0.00361814639576958,0.99246869657626,0.99638185360423,-0.0335051546391755,0.966494845360824,0.985115131847105
95,"Tony Pollard","RB","Dal",0,0,0,0,0,159,770,4,36,270,1,45,86,184.5,12.3,15,28,"rb3",7.09166666666667,8.80000000000001,0.0399736953356193,0.0500853727945362,8.31978956268495,8.40068298235629,0.227390180878553,9.81912144702843,8.84653133068989
96,"Rhamondre Stevenson","RB","NE",0,0,0,0,0,154,655,6,35,269,1,45,79.3,175.7,11.7,15,31,"rb3",-1.70833333333334,0,-0.00962938606792245,0,7.92296491145662,8,0,8,7.97432163715221
97,"AJ Dillon","RB","GB",0,0,0,0,0,174,746,5,28,207,1,34,84.7,161.7,10.8,15,36,"rb3",-15.7083333333333,-14,-0.0885433792099207,-0.0796812749003984,7.29165296632064,7.36254980079681,-0.361757105943152,5.10594315245478,6.58671530652408
98,"Chase Edmonds","RB","Mia",0,0,0,0,0,100,468,3,48,334,2,62,80.6,162.8,10.9,15,35,"rb3",-14.6083333333333,-12.9,-0.0823429940344778,-0.0734206033010813,7.34125604772418,7.41263517359135,-0.333333333333333,5.33333333333334,6.69574151821629
99,"James Robinson","RB","Jax",0,0,0,0,0,169,755,6,26,196,1,36,78.7,165,11.8,14,34,"rb3",-12.4083333333333,-10.7,-0.0699422236835925,-0.0608992601024473,7.44046221053126,7.51280591918042,-0.276485788113695,5.78811369509044,6.91379394160071
100,"Matthew Stafford","QB","LAR",380,573,4327,32,14,35,82,1,0,0,0,0,86.8,362.6,22.7,16,9,"QB1",-23.4,-19.05,-0.060621761658031,-0.049914843442945,9.39378238341969,9.50085156557055,-0.168137687555163,8.31862312444837,9.0710856911462
101,"Trey Lance","QB","SF",297,457,3488,22,12,113,519,4,0,0,0,0,83.6,328.8,20.5,16,15,"QB2",26.8416666666667,31.45,0.088891955291845,0.105767613922986,1.08889195529185,1.10576761392299,0.498415213946117,1.49841521394612,1.23102492772032
102,"Dallas Goedert","TE","Phi",0,0,0,0,0,0,0,0,58,688,4,82,89.8,155.4,10.4,15,8,"te1",-23.7416666666667,-21.6,-0.132530120481928,-0.122033898305085,4.33734939759036,4.38983050847458,-0.206896551724138,3.96551724137931,4.23089904914808
103,"Zach Ertz","TE","Ari",0,0,0,0,0,0,0,0,59,619,5,89,88,148.2,9.3,16,10,"te1",-30.9416666666667,-28.8,-0.172721775131414,-0.16271186440678,4.13639112434293,4.1864406779661,-0.275862068965517,3.62068965517241,3.98117381916048
104,"Mike Gesicki","TE","Mia",0,0,0,0,0,0,0,0,56,622,5,89,86.4,144,9,16,12,"te1",-35.1416666666667,-33,-0.196166907010281,-0.186440677966102,4.0191654649486,4.06779661016949,-0.316091954022989,3.41954022988506,3.83550076833438
105,"Pat Freiermuth","TE","Pit",0,0,0,0,0,0,0,0,63,563,4,88,82.1,149.3,9.3,16,9,"te1",-29.8416666666667,-27.7,-0.166581383448853,-0.156497175141243,4.16709308275573,4.21751412429379,-0.265325670498084,3.67337164750958,4.01932628485303
106,"Rashaad Penny","RB","Sea",0,0,0,0,0,169,810,5,26,195,1,34,82,166.4,12.8,13,33,"rb3",-11.0083333333333,-9.29999999999998,-0.0620508243693926,-0.0529311326124074,7.50359340504486,7.57655093910074,-0.240310077519379,6.07751937984497,7.05255457466352
107,"Kenneth Walker III","RB","Sea",0,0,0,0,0,156,684,4,21,155,1,28,75.5,134.4,9,15,42,"rb4",0.366666666666674,1.54999999999998,0.0027356379010197,0.0116672939405343,1.00273563790102,1.01166729394053,0.0459940652818986,1.0459940652819,1.02013233237448
108,"Chris Olave","WR","NO",0,0,0,0,0,0,0,0,60,853,6,100,79.6,172.9,10.8,16,46,"wr4",-7.45833333333334,-6.75,-0.0413528623573442,-0.0375730587252992,0.958647137642656,0.962426941274701,-0.347938144329897,0.652061855670103,0.85771197819582
111,"Jakobi Meyers","WR","NE",0,0,0,0,0,0,0,0,71,779,4,106,71.6,173.2,10.8,16,45,"wr4",-7.15833333333336,-6.45000000000002,-0.0396895069999539,-0.0359031450041749,0.960310493000046,0.964096854995825,-0.332474226804124,0.667525773195875,0.863977707063916
114,"Tyler Boyd","WR","Cin",0,0,0,0,0,2,13,0,67,741,4,96,64,172.6,10.8,16,47,"wr4",-7.75833333333335,-7.05000000000001,-0.0430162177147347,-0.0392429724464237,0.956983782285265,0.960757027553576,-0.363402061855671,0.636597938144329,0.851446249327724
115,"James Cook","RB","Buf",0,0,0,0,0,84,363,2,43,324,2,56,75.4,142.8,9.5,15,41,"rb4",8.76666666666668,9.94999999999999,0.0654066152698335,0.0748964998118177,1.06540661526983,1.07489649981182,0.295252225519287,1.29525222551929,1.14518511353365
116,"Michael Carter","RB","NYJ",0,0,0,0,0,99,424,3,43,367,2,61,74.4,149.5,10,15,37,"rb4",15.4666666666667,16.65,0.115394180552101,0.125329318780579,1.1153941805521,1.12532931878058,0.494065281899109,1.49406528189911,1.24492959374393
117,"Melvin Gordon III","RB","Den",0,0,0,0,0,139,604,6,25,187,1,33,76.6,148.6,9.9,15,39,"rb4",14.5666666666667,15.75,0.108679432976871,0.118554761008656,1.10867943297687,1.11855476100866,0.467359050445103,1.4673590504451,1.23153108147688
118,"Nyheim Hines","RB","Ind",0,0,0,0,0,60,266,2,52,408,2,70,60.8,149.3,10,15,38,"rb4",15.2666666666667,16.45,0.113902014424273,0.12382386149793,1.11390201442427,1.12382386149793,0.488130563798219,1.48813056379822,1.24195214657347
119,"Hunter Henry","TE","NE",0,0,0,0,0,0,0,0,52,563,6,78,80.5,145.3,9.1,16,11,"te1",-33.8416666666667,-31.7,-0.188910080476346,-0.17909604519774,4.05544959761827,4.1045197740113,-0.303639846743295,3.48180076628353,3.88059004597103
120,"Dawson Knox","TE","Buf",0,0,0,0,0,0,0,0,46,557,6,71,82.5,134.7,9,15,17,"te2",2.59166666666667,0.899999999999977,0.0196177379675771,0.00672645739910297,1.01961773796758,1.0067264573991,0.0398230088495565,1.03982300884956,1.02205573473875
121,"Noah Fant","TE","Sea",0,0,0,0,0,0,0,0,60,616,3,85,71.7,142.7,8.9,16,13,"te2",10.5916666666667,8.89999999999998,0.0801740995395194,0.0665171898355753,1.08017409953952,1.06651718983558,0.393805309734512,1.39380530973451,1.18016553303654
122,"Cole Kmet","TE","Chi",0,0,0,0,0,0,0,0,56,601,4,85,57.1,137.1,8.6,16,15,"te2",4.99166666666667,3.29999999999998,0.0377846464391598,0.0246636771300447,1.03778464643916,1.02466367713004,0.146017699115044,1.14601769911504,1.06948867422808
123,"Derek Carr","QB","LV",386,579,4183,27,12,32,102,1,0,0,0,0,82.4,330.9,20.7,16,14,"QB2",28.9416666666667,33.55,0.0958465571960811,0.11282999831848,1.09584655719608,1.11282999831848,0.531695721077654,1.53169572107765,1.24679075886407
124,"Kirk Cousins","QB","Min",371,563,4110,29,10,28,97,1,0,0,0,0,67.2,338.9,21.2,16,13,"QB2",36.9416666666667,41.55,0.122340278736029,0.139734319825122,1.12234027873603,1.13973431982512,0.658478605388272,1.65847860538827,1.30685106798314
132,"Irv Smith Jr.","TE","Min",0,0,0,0,0,0,0,0,53,524,5,75,45.4,139.7,8.7,16,14,"te2",7.59166666666667,5.89999999999998,0.057465463950041,0.0440956651718982,1.05746546395004,1.0440956651719,0.261061946902654,1.26106194690265,1.12087435867486
133,"David Njoku","TE","Cle",0,0,0,0,0,0,0,0,47,582,5,71,43.1,135,8.4,16,16,"te2",2.89166666666668,1.19999999999999,0.021888601526525,0.00896860986547077,1.02188860152652,1.00896860986547,0.0530973451327429,1.05309734513274,1.02798485217491
134,"Tyler Higbee","TE","LAR",0,0,0,0,0,0,0,0,52,502,5,72,37.7,134.3,9,15,18,"te2",2.19166666666669,0.5,0.0165899198889802,0.00373692077727952,1.01658991988898,1.00373692077728,0.0221238938053097,1.02212389380531,1.01415024482386
135,"Trevor Lawrence","QB","Jax",366,576,3885,23,15,64,307,2,0,0,0,0,40.7,300.1,18.8,16,17,"QB2",-1.85833333333329,2.75,-0.00615427073271685,0.00924836051790819,0.993845729267283,1.00924836051791,0.043581616481775,1.04358161648178,1.01555856875566
136,"Tua Tagovailoa","QB","Mia",355,534,3757,25,12,50,171,3,0,0,0,0,50.6,319.5,21.3,15,16,"QB2",17.5416666666667,22.15,0.0580930040016559,0.074491340171515,1.05809300400166,1.07449134017152,0.351030110935024,1.35103011093502,1.1612048183694
138,"Dameon Pierce","RB","Hou",0,0,0,0,0,146,627,4,23,166,1,29,29.4,131.3,8.8,15,43,"rb4",-2.73333333333332,-1.55000000000001,-0.0203929370803282,-0.0116672939405345,0.979607062919672,0.988332706059465,-0.0459940652818994,0.954005934718101,0.973981901232413
139,"J.D. McKissic","RB","Wsh",0,0,0,0,0,62,278,2,50,389,1,65,41.1,146.1,9.7,15,40,"rb4",12.0666666666667,13.25,0.0900273563790102,0.0997365449755361,1.09002735637901,1.09973654497554,0.393175074183975,1.39317507418398,1.19431299184617
140,"Raheem Mostert","RB","Mia",0,0,0,0,0,125,649,4,13,101,1,18,40.4,126.5,9.7,13,44,"rb4",-7.53333333333333,-6.35000000000002,-0.0562049241482218,-0.0477982687241251,0.943795075851778,0.952201731275875,-0.188427299703265,0.811572700296735,0.902523169141463
141,"Bills D/ST","D/ST","Buf",0,0,0,0,0,0,0,0,0,0,0,0,99,183.9,10.8,17,2,"def1",17.4166666666667,22.15,0.104615076584243,0.13693972179289,1.10461507658424,1.13693972179289,0.569408740359897,1.5694087403599,1.27032117957901
142,"Saints D/ST","D/ST","NO",0,0,0,0,0,0,0,0,0,0,0,0,98.6,188.6,11.1,17,1,"def1",22.1166666666666,26.85,0.132846130743818,0.165996908809892,1.13284613074382,1.16599690880989,0.690231362467866,1.69023136246787,1.32969146734053
143,"Packers D/ST","D/ST","GB",0,0,0,0,0,0,0,0,0,0,0,0,94.2,177.6,10.4,17,4,"def1",11.1166666666666,15.85,0.0667734507958753,0.0979907264296754,1.06677345079588,1.09799072642968,0.40745501285347,1.40745501285347,1.19073973002634
144,"Ravens D/ST","D/ST","Bal",0,0,0,0,0,0,0,0,0,0,0,0,93.2,180.4,10.6,17,3,"def1",13.9166666666667,18.65,0.0835919511462608,0.115301391035549,1.08359195114626,1.11530139103555,0.479434447300771,1.47943444730077,1.22610926316086
145,"49ers D/ST","D/ST","SF",0,0,0,0,0,0,0,0,0,0,0,0,92.5,162.8,9.6,17,6,"def1",-3.68333333333334,1.05000000000001,-0.0221243367704475,0.00649149922720254,0.977875663229552,1.0064914992272,0.0269922879177381,1.02699228791774,1.00378648345816
146,"Buccaneers D/ST","D/ST","TB",0,0,0,0,0,0,0,0,0,0,0,0,90.5,154.3,9.1,17,10,"def1",-12.1833333333333,-7.44999999999999,-0.0731804985484033,-0.0460587326120556,0.926819501451597,0.953941267387944,-0.191516709511568,0.808483290488432,0.896414686442658
147,"Cowboys D/ST","D/ST","Dal",0,0,0,0,0,0,0,0,0,0,0,0,81,158.9,9.3,17,8,"def1",-7.58333333333334,-2.84999999999999,-0.0455501051156272,-0.0176197836166924,0.954449894884373,0.982380216383308,-0.0732647814910024,0.926735218508998,0.954521776592226
148,"Colts D/ST","D/ST","Ind",0,0,0,0,0,0,0,0,0,0,0,0,82.6,168,9.9,17,5,"def1",1.51666666666665,6.25,0.00911002102312535,0.0386398763523957,1.00911002102313,1.0386398763524,0.160668380462725,1.16066838046272,1.06947275927942
149,"Commanders D/ST","D/ST","Wsh",0,0,0,0,0,0,0,0,0,0,0,0,65.5,160.7,9.5,17,7,"def1",-5.78333333333336,-1.05000000000001,-0.0347382120332367,-0.00649149922720254,0.965261787966763,0.993508500772798,-0.0269922879177381,0.973007712082262,0.977259333607274
150,"Steelers D/ST","D/ST","Pit",0,0,0,0,0,0,0,0,0,0,0,0,58.7,158.9,9.3,17,9,"def1",-7.58333333333334,-2.84999999999999,-0.0455501051156272,-0.0176197836166924,0.954449894884373,0.982380216383308,-0.0732647814910024,0.926735218508998,0.954521776592226
151,"Justin Tucker","K","Bal",0,0,0,0,0,0,0,0,0,0,0,0,99.6,143.4,8.4,17,4,"k1",6.11666666666667,5.90000000000001,0.044555056452592,0.042909090909091,1.04455505645259,1.04290909090909,0.315508021390374,1.31550802139037,1.13432405625069
152,"Evan McPherson","K","Cin",0,0,0,0,0,0,0,0,0,0,0,0,99.4,146.8,8.6,17,1,"k1",9.51666666666668,9.30000000000001,0.0693213548622072,0.0676363636363637,1.06932135486221,1.06763636363636,0.497326203208556,1.49732620320856,1.21142797390238
153,"Matt Gay","K","LAR",0,0,0,0,0,0,0,0,0,0,0,0,98.3,145.7,8.6,17,2,"k1",8.41666666666666,8.19999999999999,0.0613087289061551,0.0596363636363636,1.06130872890616,1.05963636363636,0.43850267379679,1.43850267379679,1.18648258877977
